listing_id,price,nbhood_full,description,room_type,host_name,last_review
25837179,51.0,"Queens, Astoria",ASTORIA in QUEENS,private_room,Miryung,2019-06-04
25837478,70.0,"Brooklyn, Bushwick",Dreamy room in Avenida Siempre Verde - Bushwick,private_room,Maira,2019-05-25
25837865,105.0,"Manhattan, Harlem",Charming Hamilton Heights Apartment!,entire_home/apt,Ramble,2019-06-23
25837948,60.0,"Queens, Woodhaven",Beautiful room(s) near JFK airport,private_room,Minying,2019-06-15
25838887,100.0,"Manhattan, Chinatown","Private bedroom with Bath Chinatown, NYC, #3",private_room,Amiee,2019-06-23
25838923,122.0,"Manhattan, Chinatown","Private bedroom in Chinatown, NYC, #1",private_room,Amiee,2019-06-11
25840272,299.0,"Manhattan, Chelsea",Beautiful and clean 2BR in prime Chelsea,entire_home/apt,Aaron,2019-07-04
25841417,85.0,"Queens, Jamaica",5min to JFK! Private Suite TwinBeds New home R1,private_room,Johann,2019-05-28
25841637,90.0,"Manhattan, Chinatown","Two double beds, New York, Chinatown, #2",private_room,Amiee,2019-06-18
25841768,124.0,"Brooklyn, Greenpoint","Entire Garden Level Home in Greenpoint, Brooklyn",entire_home/apt,Maggie,2019-03-24
25842433,42.0,"Queens, Elmhurst",*THE BUSINESS TRAVELER ROOM*,private_room,Carlos,2019-07-04
25842535,180.0,"Brooklyn, Williamsburg",The Perfect Williamsburg Apartment,entire_home/apt,Aurelio,2019-03-11
25842847,80.0,"Queens, Jamaica",5 min to JFK! Private Queen room in new home. R3,private_room,Johann,2019-06-30
25843716,85.0,"Queens, Jamaica",5min to JFK! Private Queen Room in New home! R2,private_room,Johann,2019-03-23
25844166,45.0,"Manhattan, SoHo","Last minute pricing! quiet street, heart of SoHo",private_room,Asaf,2019-03-03
25844635,160.0,"Manhattan, East Village",Full Apartment Downtown Manhattan (East Village),entire_home/apt,Johan,2019-02-18
25844697,59.0,"Brooklyn, Flatbush",Studio in Prospect Park South,entire_home/apt,Aneta,2019-05-26
25852200,69.0,"Manhattan, Hell's Kitchen",For Female Cozy Shared Room in Midtown West,shared_room,Demir,2019-06-15
25855178,180.0,"Manhattan, Harlem",Modern Style Cozy & Convenient 2 Bedroom Apartment,entire_home/apt,Christopher,2019-05-27
25855773,125.0,"Brooklyn, Bedford-Stuyvesant",Sunny Beautiful Loft,entire_home/apt,Annette,2019-01-03
25856211,50.0,"Brooklyn, Bushwick",Sunny hip room in Bushwick 2 mins from the L train,private_room,Sarah,2019-04-11
25857843,75.0,"Brooklyn, Brighton Beach",Coney Island / Brighton Beach Private rm duplex,private_room,Lucky,2019-06-30
25868383,34.0,"Manhattan, East Harlem",Awesome Central Park Room. Cozy Manhattan Space.,private_room,Kazuya,2019-03-31
25868880,195.0,"Manhattan, Hell's Kitchen",Large studio near Central Park/Columbus Circle,entire_home/apt,Roxana,2019-06-29
25869269,70.0,"Manhattan, East Harlem",Charming Bedroom in Cozy East Harlem Apartment,private_room,Xiomara,2019-05-24
25870547,60.0,"Manhattan, East Village",East Vilage Sleeping Space Semi-Private Room,private_room,Deborah,2019-06-25
25870840,120.0,"Manhattan, Upper East Side",Cozy UES apartment by the Central Park,entire_home/apt,Yulia,2019-04-13
25872636,550.0,"Manhattan, Upper West Side",Elegant and spacious apt in UWS - Cleaning Incl.,entire_home/apt,Claudia,2019-01-03
25872986,88.0,"Manhattan, Washington Heights",Your special place in Manhattan BACK room,private_room,Elena,2019-06-02
25873511,70.0,"Queens, Ditmars Steinway",Cozy & Beautiful Room in Astoria for all seasons,private_room,Mars,2019-05-27
25874845,65.0,"Manhattan, Harlem",Spacious Bedroom 1 Min. From the 1 Train,private_room,Erin,2019-05-19
25885192,125.0,"Manhattan, Upper East Side",Cozy Upper East Side apartment,entire_home/apt,Margaret,2019-05-02
25885278,100.0,"Bronx, Throgs Neck","Cozy 1 bedroom apartment in Throggs neck, bronx",entire_home/apt,George,2019-06-03
25887161,110.0,"Manhattan, East Harlem",Small 1-bedroom in East Harlem,entire_home/apt,Signe,2019-06-20
25887684,125.0,"Queens, Jamaica Estates",Gorgeous Two Br Apt in Jamaica Estates.,entire_home/apt,Nazma,2019-06-09
25887913,40.0,"Brooklyn, Bushwick","Cozy Room Great Price in Bushwick, Bklyn!(Suite 3)",private_room,Oscar,2019-06-29
25891334,45.0,"Brooklyn, Bedford-Stuyvesant",Ladies Dorm Shared Room (( Bottom Bunk Bed)),shared_room,Torell,2019-03-12
25893224,90.0,"Brooklyn, Sunset Park",Simple and clean,entire_home/apt,Robert,2019-06-18
25893395,60.0,"Brooklyn, Bushwick",Master Bedroom on 2nd floor in a sweet house!,private_room,Patricia,2019-05-27
25893890,134.0,"Manhattan, Hell's Kitchen",Cozy & Elegant 1 bedroom,private_room,Lilee,2019-05-31
25893935,250.0,"Manhattan, Midtown","Clean, Comfortable, Convenient",entire_home/apt,Anne,2019-05-05
25894924,75.0,"Queens, Jamaica",A Hidden Gem in Queens,entire_home/apt,Amah Justin,2019-06-24
25894982,80.0,"Brooklyn, Fort Greene",Downtown Brooklyn Home,private_room,Keon,2019-04-27
25895122,300.0,"Brooklyn, Crown Heights",Beautifully decorated duplex with an amazing yard!,entire_home/apt,Grace,2019-07-07
25895132,75.0,"Manhattan, Morningside Heights",Private Queen Room steps from Columbia and Subway,private_room,Emily,2019-01-01
25903655,250.0,"Brooklyn, Williamsburg",Sun Drenched Artist Loft in Williamsburg!,entire_home/apt,Reisha,2019-07-01
25904446,110.0,"Manhattan, Harlem","Cozy & Convenient Private Bedroom in Harlem, NYC.",private_room,Christopher,2019-05-04
25909161,150.0,"Manhattan, Upper East Side",New York Oasis,entire_home/apt,Aliesha,2019-05-23
25911322,75.0,"Brooklyn, Gowanus",Brooklyn Basement,entire_home/apt,April,2019-07-07
25914288,37.0,"Queens, Jamaica",PVT room cozy & warm w/fridge 15mins to NY airport,private_room,Isaac And Eunice,2019-06-24
25917234,275.0,"Manhattan, Tribeca",Artist Loft in Tribeca,entire_home/apt,Anna,2019-07-07
25917853,110.0,"Brooklyn, Prospect-Lefferts Gardens",Very Convenient Modern Brooklyn Studio Apartment,entire_home/apt,Jessica,2019-07-01
25918623,115.0,"Bronx, Mott Haven",Sunny & Cheery Bronx Home - with Chickens!,entire_home/apt,Lily,2019-06-29
25921999,184.0,"Manhattan, Murray Hill",Serene 1BR in Midtown East by Sonder,entire_home/apt,Sonder,2019-03-15
25925504,129.0,"Manhattan, SoHo",SoHo! Private Room in Comfy Apt!,private_room,Jasmine,2019-07-06
25927829,119.0,"Manhattan, SoHo",Soho!  Amazing Single Room!,private_room,Jasmine,2019-06-23
25928236,119.0,"Manhattan, SoHo",Soho! Room in Modern Apartment!,private_room,Jasmine,2019-07-06
25931882,65.0,"Brooklyn, Clinton Hill",Large sunny room in Modern Brooklyn Townhouse,private_room,Can,2019-01-01
25933647,40.0,"Manhattan, Washington Heights",sunshine room sublease,shared_room,Qingxue,2019-06-23
25934111,45.0,"Brooklyn, Bushwick",GREAT LOCATION / GREAT PRICE COZY PRIVATE ROOM,private_room,Federico,2019-06-25
25937419,65.0,"Manhattan, Harlem","Harlem, near Columbia: Sunny room with view",private_room,Maria,2019-07-02
25937698,70.0,"Manhattan, Morningside Heights",Private room in Manhattan,private_room,Mary,2019-04-07
25938492,190.0,"Manhattan, East Harlem",Cozy Manhattan 2 bedroom,private_room,Shen,2019-06-28
25940097,800.0,"Manhattan, Harlem",Modern Wall of Glass Townhouse with Garden,entire_home/apt,Catherine,2019-03-30
25943177,129.0,"Queens, Sunnyside","Lovely room with private bathroom, near Manhattan",private_room,Martin,2019-06-13
25946924,35.0,"Manhattan, Hell's Kitchen",BEST DEAL in NYC - Cute and Cozy Room Times Square,private_room,Prav,2019-06-08
25947865,60.0,"Brooklyn, Borough Park",Ensuite Private Room with Bath @4th FL,private_room,Yvonne,2019-05-24
25947875,60.0,"Brooklyn, Borough Park",Single Bunker Private Bath Room,private_room,Yvonne,2019-03-18
25948078,39.0,"Manhattan, Hell's Kitchen",BEST LOCATION - Lovely room by Times Square!!!,private_room,Prav,2019-06-22
25950590,115.0,"Manhattan, Upper West Side",Cozy room close to Central Park and Columbia,private_room,Beatriz,2019-06-17
25951465,59.0,"Queens, Jamaica",NYC HUB Master Bedroom: Train @900ft,private_room,Jeff,2019-05-08
25961797,195.0,"Manhattan, Upper East Side",Sweet Studio in <3 of Manhattan,entire_home/apt,Ruth & C,2019-06-15
25962847,85.0,"Manhattan, Harlem",Comfy King Bed Feet from Subway,private_room,Raphael,2019-07-04
25963570,109.0,"Brooklyn, Bedford-Stuyvesant","""I LOVE BROOKLYN""  Newly Renovated Studio APT.",entire_home/apt,"R, J",2019-06-21
25964053,109.0,"Manhattan, Harlem",King Size Room Feet from Subway,private_room,Raphael,2019-07-07
25966512,45.0,"Manhattan, Harlem",The cozy room!,private_room,Leomaris,2019-06-09
25967894,100.0,"Manhattan, Washington Heights",Modern newly renovated apartment with balcony,entire_home/apt,Adriano,2019-06-23
25970374,125.0,"Manhattan, Upper East Side",BEAUTIFUL STUDIO ON UPPER EAST SIDE/ CENTRAL PARK,entire_home/apt,Inna,2019-07-01
25970826,850.0,"Manhattan, Greenwich Village","$6M Soho Penthouse: 2000 sq ft, 18 ft ceilings",entire_home/apt,Rose,2019-06-13
25972861,95.0,"Queens, Kew Gardens Hills",Luxurious Private Studio,entire_home/apt,Marina,2019-05-20
25973941,347.0,"Brooklyn, Williamsburg",HUGE 4 Bedroom PERFECT Wilburg Apt. on Bedford Ave,entire_home/apt,Adrien,2019-05-27
25974812,50.0,"Brooklyn, Bushwick",Cozy Room Great Price Bushwick Brooklyn (Suite 1),private_room,Oscar,2019-06-25
25975428,190.0,"Brooklyn, Crown Heights",Cozy & Modern 2 beds Apt. newly renovated BK/NYC,entire_home/apt,Yado & Vane,2019-06-26
25976738,169.0,"Manhattan, Upper West Side",Beautiful 1 bedroom - 2 Blocks from Central Park,entire_home/apt,John,2019-06-12
25977603,299.0,"Manhattan, Harlem",EarlyBirdDiscount! HUGE Modern CottageStyle TimeSq,entire_home/apt,A. Kaylee,2019-06-03
25979705,175.0,"Manhattan, SoHo",Pre-War Elegance in Soho / West Village,entire_home/apt,Megan,2019-06-13
25980294,120.0,"Manhattan, Upper East Side",Cozy Studio in Upper East Side,entire_home/apt,Lauren,2019-06-23
25982839,190.0,"Brooklyn, Williamsburg",Luxury gallery apartment in beautiful Greenpoint,entire_home/apt,Michal,2019-05-26
25995062,90.0,"Brooklyn, Prospect-Lefferts Gardens",Private room with balcony with ROOFTOP terrace,private_room,Viviane,2019-07-03
25996748,85.0,"Bronx, Kingsbridge","Full Apartment, 1 Bedroom",entire_home/apt,Miguel,2019-01-01
25996892,90.0,"Manhattan, Greenwich Village","Lovely Apartment in Greenwich Village, NYC",entire_home/apt,Katherine,2019-05-04
25998807,98.0,"Manhattan, Hell's Kitchen","Great Private Room in Midtown, great Location!",private_room,Silva,2019-07-05
25999678,140.0,"Brooklyn, Bushwick",Light & Airy home 1 minute to subway,entire_home/apt,Ting Yi,2019-06-12
26000019,50.0,"Manhattan, Washington Heights",1Bedroom 15min Train ride to the Heart of NEW YORK,private_room,Brígida,2019-06-23
26000298,393.0,"Manhattan, SoHo",Soho! Amazing 3bedroom Apt!,entire_home/apt,Jasmine,2019-05-13
26000559,62.0,"Brooklyn, Williamsburg",Pvt Art-filled Room w/ Pvt Access to Huge Roof Gym,private_room,Heather,2019-02-27
26001925,90.0,"Manhattan, Washington Heights",Beautiful one-bedroom get away with park view,entire_home/apt,Zhenni,2019-05-20
26002676,350.0,"Brooklyn, Williamsburg",Lovely one bedroom apartment in Wiliamsburg,entire_home/apt,Helen,2019-05-19
26003667,62.0,"Brooklyn, Williamsburg",Pvt Room in Artsy Home w/pvt roof gym!,private_room,Heather,2019-06-20
26004226,125.0,"Manhattan, Upper East Side",Best location - spacious room,private_room,Deepika,2019-06-23
26009952,103.0,"Brooklyn, Boerum Hill",Historic Building on a Tree-lined Street,entire_home/apt,Tammen,2019-01-05
26010424,95.0,"Manhattan, Inwood",Private Apartment 30mins from Times Square,entire_home/apt,Christopher,2019-06-27
26011175,75.0,"Manhattan, Lower East Side",Cozy bedroom in LES apartment,private_room,Alexandra,2019-06-19
26012750,220.0,"Manhattan, Lower East Side",Charming apartment in the heart of Chinatown,entire_home/apt,Carlota,2019-04-29
26013177,100.0,"Brooklyn, Canarsie","Avenue L,  your Home away from Home.",entire_home/apt,Wayne,2019-07-05
26014444,125.0,"Manhattan, Upper East Side",Studio Apartment in Upper East Side,entire_home/apt,Steven,2019-01-01
26026530,90.0,"Brooklyn, Bushwick",Master bedroom in luxury apartment w. rooftop/gym,private_room,Laure-Ellyn,2019-06-30
26026904,55.0,"Brooklyn, Sunset Park",Charming Room Sunset Park Industry City  Brooklyn,private_room,Patricia,2019-07-01
26028612,99.0,"Manhattan, Hell's Kitchen",Cozy Private Bedroom In The Heart Of Midtown,private_room,Adam,2019-06-22
26029571,200.0,"Brooklyn, Crown Heights","Bright, spacious one bedroom in Brooklyn",entire_home/apt,Tanya,2019-06-12
26029677,120.0,"Brooklyn, Greenpoint",Your perfect space to all New York has to offer!,private_room,Laura,2019-03-22
26031698,149.0,"Brooklyn, Bushwick",Bright room and private terrace with a view,private_room,Fabie,2019-06-30
26032155,200.0,"Manhattan, East Village",Giant Sunny Urban Jungle 1-BR In East Village,entire_home/apt,Casey,2019-05-05
26033022,190.0,"Brooklyn, Crown Heights","Prospect Heights, Brooklyn Loft with views",entire_home/apt,Katherine,2019-07-02
26033963,230.0,"Manhattan, West Village",Designers 1 bedroom West Village apartment,entire_home/apt,Jeremy,2019-05-27
26035003,50.0,"Brooklyn, Clinton Hill",Brooklyn private big bedroom,private_room,Ava,2019-04-27
26035069,97.0,"Manhattan, Harlem",New York Home in the Heart of Harlem,private_room,Sharlee,2019-04-21
26035350,76.0,"Brooklyn, Williamsburg",Private Bedroom in Open Williamsburg Loft,private_room,Bill,2019-06-20
26035905,60.0,"Brooklyn, Prospect-Lefferts Gardens","Bliss-Private room close to train, ROOFTOP terrace",private_room,Viviane,2019-07-01
26036438,350.0,"Manhattan, Upper West Side",Fun and Whimsical UWS Garden Home,entire_home/apt,Jordyn,2019-06-16
26036861,60.0,"Brooklyn, Williamsburg",Spacious room in modern Williamsburg condo,private_room,Mark,2019-06-19
26037255,209.0,"Manhattan, West Village",Private Room! AMAZING area in SoHo!,private_room,Jasmine,2019-07-01
26037496,125.0,"Manhattan, Harlem",Large Studio in NYC Brownstone for the Budget,entire_home/apt,Harold,2019-06-14
26038458,150.0,"Brooklyn, Bedford-Stuyvesant",Verona TwentyOne - PHOEBE'S PLACE,entire_home/apt,Norman,2019-07-07
26038825,125.0,"Manhattan, Harlem",Beautiful Historic Harlem Townhouse,private_room,Billy,2019-06-19
26039252,50.0,"Manhattan, West Village",Private Room in Meatpacking/Chelsea,private_room,M,2019-07-01
26040426,300.0,"Manhattan, West Village",Spacious and bright 1 br apartment in West Village,entire_home/apt,Giorgi,2019-02-07
26040453,150.0,"Brooklyn, Bedford-Stuyvesant",Verona TwentyOne - RODFRED COMFORT,entire_home/apt,Norman,2019-07-04
26041689,200.0,"Brooklyn, East Flatbush",The home is where the heart is.,entire_home/apt,Gerard,2019-06-25
26043335,60.0,"Brooklyn, Kensington",Luminous and Spacious Private Room,private_room,Jam,2019-04-16
26043558,183.0,"Brooklyn, Bedford-Stuyvesant",Beautiful large floor-through apartment,entire_home/apt,Linda Jo,2019-07-01
26048920,70.0,"Brooklyn, Bushwick","Spacious, artsy bedroom in the heart of bushwick.",private_room,Karla,2019-04-10
26050423,60.0,"Brooklyn, Bushwick","Spacious, trendy bedroom in the heart of Bushwick",private_room,Karla,2019-05-19
26052294,100.0,"Manhattan, Greenwich Village","Lovely, spacious room in the best neighborhood",private_room,Daniel,2019-06-02
26053340,70.0,"Brooklyn, Williamsburg","Beloved Williamsburg, Brooklyn is calling to you!",private_room,Ashley,2019-06-29
26054026,59.0,"Manhattan, Washington Heights",Awesome bedroom in Upper Manhattan,private_room,Rocio,2019-01-02
26055132,83.0,"Queens, Glendale","Private room, Queens NY with free street parking",private_room,Béla,2019-04-09
26055709,67.0,"Brooklyn, Crown Heights",Sunlit Private Room One Block off Subway (3 & 4),private_room,Brysen,2019-07-03
26057878,550.0,"Manhattan, SoHo","Soho family loft 3 beds, 2 bedroom. Best location!",entire_home/apt,Violetta,2019-06-29
26058074,99.0,"Brooklyn, Crown Heights",Airy Crown Heights Loft,entire_home/apt,Rowan,2019-01-12
26058246,70.0,"Brooklyn, Bushwick",Sunny room in Avenida Siempre Verde - Bushwick,private_room,Alvaro,2019-06-29
26058634,350.0,"Manhattan, Chelsea",Highline,entire_home/apt,P,2019-06-13
26060534,37.0,"Queens, Ridgewood",Cozy Private Bedroom for 1 Female,private_room,Anna,2019-06-12
26061337,140.0,"Queens, Long Island City",LIC 5 Minutes from Manhattan,entire_home/apt,Fabio,2019-06-07
26062892,55.0,"Brooklyn, Bedford-Stuyvesant",Brooklyn home away from home,private_room,Levi,2019-06-12
26063230,165.0,"Brooklyn, Flatbush",Gorgeous 4 BR apt w. King bed 30 min to Manhattan,entire_home/apt,Sarah,2019-07-02
26063436,55.0,"Brooklyn, Bedford-Stuyvesant",Bk home away from home,private_room,Levi,2019-06-13
26063550,59.0,"Brooklyn, Bedford-Stuyvesant",Ocean hill home away from,private_room,Levi,2019-06-30
26064299,129.0,"Manhattan, Greenwich Village",Private Room! TRENDY location!,private_room,Jasmine,2019-05-09
26064779,55.0,"Brooklyn, Bedford-Stuyvesant",Cool Private Room in Dreamy Bedstuy Apartment,private_room,Keithan,2019-07-06
26065193,109.0,"Manhattan, Upper West Side","Luxury, large, private room on Upper West Side",private_room,Lenny,2019-06-11
26072801,75.0,"Brooklyn, Williamsburg",Jades Place,private_room,Jade,2019-06-13
26074006,52.0,"Manhattan, Harlem",Nice & Spacious Manhattan Room Near the Station,private_room,Kazuya,2019-06-04
26076877,40.0,"Queens, Woodhaven",CONFORTABLE BIG BED ON NY CLOSE TO JFK AND LGA,private_room,Charlie,2019-06-16
26078971,45.0,"Queens, Long Island City",Private Cozy bedroom 12 minutes to Midtown,private_room,Luis,2019-06-30
26080154,66.0,"Queens, Jamaica",NYC HUB GuestRoom: Train @ 900ft; midtown 30min!,private_room,Jeff,2019-06-29
26080646,200.0,"Manhattan, Greenwich Village",Entire West Village Apartment,entire_home/apt,Franklin,2019-07-01
26080745,35.0,"Brooklyn, Bay Ridge",bayroom,private_room,Mohammed,2019-05-21
26081052,75.0,"Brooklyn, Bedford-Stuyvesant",Sunny room with backyard in a yoga studio,private_room,Malika,2019-07-07
26084019,90.0,"Manhattan, Chinatown","Window-filled & Spacious, Quiet Downtown Getaway",private_room,Jake,2019-07-02
26084024,139.0,"Brooklyn, Crown Heights","Quiet, sunlit apartment in heart of Brooklyn",entire_home/apt,Allan,2019-05-26
26084814,82.0,"Manhattan, Harlem",Large bedroom in a lovely flat in perfect location,private_room,Molly,2019-06-16
26085068,85.0,"Manhattan, Inwood","Lovely apartment in INWOOD, Manhattan",entire_home/apt,Maki,2019-01-13
26085075,106.0,"Brooklyn, Greenpoint",Charming studio with PRIVATE DECK by McCarren park,private_room,Estefania,2019-06-03
26085247,100.0,"Brooklyn, Williamsburg",Bright Minimal Studio in Heart of Williamsburg,entire_home/apt,Emon,2019-01-01
26085282,106.0,"Staten Island, Tompkinsville",Free ferry to Manhattan 10 mins away,entire_home/apt,Denada,2019-06-29
26085355,130.0,"Brooklyn, Fort Greene",house,entire_home/apt,Daitao,2019-01-19
26086126,60.0,"Queens, College Point",Beautiful and Clean Private Bedroom with Bathroom,entire_home/apt,Emily,2019-06-17
26086768,200.0,"Brooklyn, Crown Heights","New 3 Bdrm Urban Lux Oasis w/Deck, 50 Ft to Subway",entire_home/apt,Debbie & Hilel,2019-06-23
26086909,200.0,"Brooklyn, Bedford-Stuyvesant","Spacious townhouse, vibrant Brooklyn neighborhood",entire_home/apt,Michael,2019-06-29
26087030,100.0,"Brooklyn, Bushwick",Charming bedroom with private bathroom,private_room,Maria,2019-06-17
26093497,745.0,"Brooklyn, Flatbush",Beautiful 5 bedroom+ Oasis in NYC,entire_home/apt,Bliss Beata,2019-01-02
26094506,95.0,"Manhattan, Upper East Side",Small Room in great location Upper East Side,private_room,Tupac,2019-06-19
26096547,85.0,"Manhattan, East Village","East Village studio, perfect location",entire_home/apt,Cristian,2019-06-21
26097566,230.0,"Brooklyn, Fort Greene","Magical Artist's  Brownstone in Brooklyn, 2 Rooms",private_room,Maria,2019-05-03
26098014,89.0,"Brooklyn, Park Slope","Room with private entrace & bath, AC + roofdeck",entire_home/apt,Janne,2019-07-06
26098606,150.0,"Brooklyn, Gowanus","Light, airy and spacious Apartment close to all",entire_home/apt,Siddhartha,2019-04-25
26099255,85.0,"Brooklyn, Crown Heights","Serenity Studio; Light, Bright and Cute",entire_home/apt,Marina,2019-07-03
26099303,100.0,"Brooklyn, Williamsburg",Heart of South Williamsburg,private_room,Lara,2019-05-31
26104760,75.0,"Brooklyn, Flatbush",Private En-Suite Bedroom in charming BK Retreat,private_room,Hannes & Will,2019-06-16
26107318,175.0,"Queens, Long Island City",Great Townhome!! 1 Stop from Manhattan! Sleeps 6,entire_home/apt,Brian,2019-07-01
26108336,65.0,"Manhattan, Hell's Kitchen",Large room with a view in the heart of NYC 31C2,private_room,John,2019-05-20
26110133,120.0,"Queens, Bayswater",Luxurious 2 Bedroom Apartment,entire_home/apt,Patience,2019-03-02
26110466,60.0,"Queens, Jamaica","JFK Queens Home away from Home""House Of Suedajoy#3",private_room,Suzan,2019-06-22
26119005,249.0,"Queens, Richmond Hill","Alisha‚Äôs Place-JFK 10 MINS, walk to subway & buses",entire_home/apt,Alisha,2019-06-16
26119170,110.0,"Bronx, City Island",City Island Seaview Apartment,entire_home/apt,Teddy,2019-05-27
26121109,95.0,"Brooklyn, Bushwick",Boho Haven with Private Balcony in Bushwick,entire_home/apt,Dakota,2019-04-27
26121159,170.0,"Brooklyn, Bedford-Stuyvesant",Bedstuy Brooklyn home with a view!!!,entire_home/apt,Randaull,2019-03-30
26121444,100.0,"Queens, East Elmhurst",3 bedroom Apartment near airport and attractions,entire_home/apt,Mariela,2019-06-07
26122874,155.0,"Manhattan, Hell's Kitchen",Sparkling Pad near Times Square HK -w- Full Bed,private_room,Bryan,2019-05-30
26123841,90.0,"Manhattan, East Village",East Village Authentic Loft Living Apt,private_room,Alex,2019-06-24
26126894,250.0,"Manhattan, Morningside Heights",2+1 Bedroom Apartment Upper West Side,entire_home/apt,Andrés,2019-06-29
26127726,189.0,"Manhattan, Upper East Side","Spacious, beautiful, quite 2BR 2BA in the UES",entire_home/apt,Dipti,2019-01-02
26127763,119.0,"Brooklyn, Bedford-Stuyvesant",Cozy Garden Suite on Prime Bed-Stuy Block,entire_home/apt,Veronika,2019-07-02
26129270,70.0,"Queens, Middle Village","Mi casa es su casa, La casa de Pupilos",private_room,Edgard,2019-05-04
26129308,41.0,"Brooklyn, Bedford-Stuyvesant",Charming Crown Heights Bedroom,private_room,Julia,2019-01-03
26131004,45.0,"Queens, East Elmhurst",Sunny Delight,private_room,Pedro Y Martha,2019-07-01
26131195,280.0,"Manhattan, East Village","Large modern luxury 1 bdrm apt, beautiful rooftop!",entire_home/apt,Joshua,2019-06-27
26131794,175.0,"Manhattan, Murray Hill",Super Luxurious 2 Bedroom Grand Central,entire_home/apt,Corporate Housing,2019-04-30
26132476,64.0,"Manhattan, Hell's Kitchen",Sunny private room 10 minutes from Times Sq. 53E3,private_room,John,2019-05-08
26134096,99.0,"Queens, East Elmhurst","LGA cozy apt, Close to Astoria, Manhattan, JFK",entire_home/apt,Asad,2019-07-07
26135091,150.0,"Manhattan, East Village",Spacious Lower East Side Apartment,entire_home/apt,Anastasia,2019-07-07
26135659,163.0,"Brooklyn, Bushwick",Another comfy Bushwick,entire_home/apt,Hupeto,2019-06-03
26136978,85.0,"Bronx, Unionport",Cozy Bronx nest,entire_home/apt,German And Wendy,2019-07-04
26137379,40.0,"Bronx, Concourse",15 Mins to Rockefeller Center!,private_room,Damien,2019-07-07
26137457,60.0,"Brooklyn, Bushwick",Brooklyn Oasis 20 Min to Manhattan,private_room,Marisha,2019-06-28
26137778,60.0,"Bronx, Wakefield",Peaceful Private Clean Rm Near 2/5Train/Metro N.,private_room,Rees,2019-04-10
26138542,130.0,"Brooklyn, Carroll Gardens",Huge Cobble Hill BR w private bath city views,private_room,Kat,2019-04-23
26138591,80.0,"Manhattan, Upper East Side",Room with AC - Cozy Manhattan Apt. ‚ÄîCentral Park,private_room,Andreas & Bella,2019-06-13
26138643,145.0,"Manhattan, Lower East Side",Sunny Apartment In The Heart of Lower Manhattan,entire_home/apt,Chelcie,2019-06-09
26138943,38.0,"Brooklyn, East New York",Awesome bedroom. Clean & new  apt. 5 min to train,private_room,Lo,2019-04-01
26148245,102.0,"Manhattan, Hell's Kitchen",NYC!!,private_room,Ronen,2019-05-18
26149494,230.0,"Queens, Bayswater",10 minutes from JFK Airport Rockaway Beach Livin,entire_home/apt,Erica,2019-06-01
26157329,99.0,"Staten Island, Tompkinsville",Large studio apt w/ private deck. Close to RUMC.,entire_home/apt,John,2019-07-07
26157426,750.0,"Manhattan, Midtown",Luxurious Deluxe King Room St. Regis Manhattan,entire_home/apt,Alyssa,2019-01-01
26158157,289.0,"Manhattan, Greenwich Village",Sunny & Quiet 2 bedroom Apt In Greenwich Village,entire_home/apt,Anna,2019-04-22
26158857,200.0,"Manhattan, Financial District",Luxury Retreat with Juliette Balcony on Stone St.,entire_home/apt,Kristina,2019-07-06
26159891,208.0,"Brooklyn, Brooklyn Heights",Dream home + Best Location. Brooklyn Heights.,entire_home/apt,Vasilisa,2019-05-20
26160236,175.0,"Brooklyn, Williamsburg",Beautiful Exposed Brick Williamsburg 2 bedroom,entire_home/apt,Sarah,2019-04-14
26162960,225.0,"Brooklyn, Williamsburg",Bridge view,entire_home/apt,Mik,2019-06-24
26164046,300.0,"Brooklyn, Crown Heights","New Designer 4 Bedroom, AC-Laundry. Next to Subway",entire_home/apt,Yankel,2019-06-30
26164204,130.0,"Brooklyn, Park Slope",Lovely 1BR Apartment in the heart of Park Slope,entire_home/apt,Akriti,2019-06-16
26165195,40.0,"Brooklyn, Bushwick","Private Bedroom. Near Subway. Bushwick, Brooklyn",private_room,Thomas,2019-07-02
26165533,131.0,"Manhattan, East Village",1B in the heart of the East Village,entire_home/apt,Erika,2019-06-18
26167034,100.0,"Brooklyn, Crown Heights",Spacious Private Brooklyn Room w/ Backyard Access,private_room,Elissa,2019-01-03
26167182,250.0,"Manhattan, East Village",Historic penthouse apartment on Saint Marks Place,entire_home/apt,Chelsea,2019-05-27
26167567,40.0,"Brooklyn, Bedford-Stuyvesant",Common Single Room #2,private_room,Martita,2019-07-01
26171844,85.0,"Manhattan, Upper East Side",Double Room with AC- 72nd St. Subway- Central Park,private_room,Andreas & Bella,2019-06-22
26182768,156.0,"Manhattan, Chinatown",Cozy NYC apartment in Little Italy,entire_home/apt,Olga,2019-05-31
26182774,112.0,"Manhattan, Harlem",Private Bedrm & Bath in Luxury Apt,private_room,Stephen Lionel,2019-06-06
26183582,169.0,"Manhattan, East Harlem","Spacious 1-BR by Central Park/Museum Mile, Harlem",entire_home/apt,Joshua,2019-06-30
26188604,595.0,"Brooklyn, Williamsburg",Exclusive & Bright Private 3-Floor Townhome,entire_home/apt,Tom,2019-01-01
26189111,120.0,"Brooklyn, Crown Heights","Clean, Comfortable & Cozy Brooklyn Apartment",entire_home/apt,Petula,2019-07-01
26190193,185.0,"Brooklyn, Williamsburg",Spacious and Bright Williamsburg Loft,entire_home/apt,Corrie,2019-04-28
